Item Title;Publication Title;Book Series Title;Journal Volume;Journal Issue;Item DOI;Authors;Publication Year;URL;Content Type;;;;
Flexible Semantic-Based Service Matchmaking and Discovery;World Wide Web;;11;2;10.1007/s11280-007-0040-y;Devis BianchiniValeria De AntonellisMichele Melchiori;2008;http://link.springer.com/article/10.1007/s11280-007-0040-y;Article;;;;
Evolving BioAssay Ontology (BAO): modularization; integration and applications;Journal of Biomedical Semantics;;5;10.1186/2041-1480-5-S1-S5;Saminda AbeyruwanUma D VempatiHande K«¨«ı«¨k-McGintyUbbo VisserAmar KoletiAhsan MirKunie SakuraiCaty ChungJoshua A BittkerPaul A ClemonsSteve BrudzAnosha SiripalaArturo J MoralesMartin RomackerDavid TwomeySvetlana Bureeva;2014;http://link.springer.com/article/10.1186/2041-1480-5-S1-S5;Article;;;;
Interleaving multi-agent systems and social networks for organized adaptation;Computational and Mathematical Organization Theory;;17;4;10.1007/s10588-011-9089-3;Jeremy PittDaniel Ramirez-CanoMoez DraiefAlexander Artikis;2011;http://link.springer.com/article/10.1007/s10588-011-9089-3;Article;;;;
UEML: a Further Step;Knowledge Sharing in the Integrated Enterprise;;;;10.1007/0-387-29766-9_8;Giuseppe Berio;2005;http://link.springer.com/chapter/10.1007/0-387-29766-9_8;Chapter;;;;
Towards a Fuzzy Ontology Definition and a Fuzzy Extension of an Ontology Editor;Enterprise Information Systems;;;;10.1007/978-3-540-77581-2_10;Silvia CalegariDavide Ciucci;2008;http://link.springer.com/chapter/10.1007/978-3-540-77581-2_10;Chapter;;;;
Ambient Compass: One Approach to Model Spatial Relations;Digital Human Modeling;;;;10.1007/978-3-642-02809-0_20;Petr AksenovGeert VanderhulstKris LuytenKarin Coninx;2009;http://link.springer.com/chapter/10.1007/978-3-642-02809-0_20;Chapter;;;;
Is Participation in the Semantic Web Too Difficult?;The Semantic Web É?? ISWC 2002;;;;10.1007/3-540-48005-6_39;Stefan HausteinJ«Ùrg Pleumann;2002;http://link.springer.com/chapter/10.1007/3-540-48005-6_39;Chapter;;;;
SSWAP: A Simple Semantic Web Architecture and Protocol for semantic web services;BMC Bioinformatics;;10;1;10.1186/1471-2105-10-309;Damian DG GesslerGary S SchiltzGreg D MayShulamit AvrahamChristopher D TownDavid GrantRex T Nelson;2009;http://link.springer.com/article/10.1186/1471-2105-10-309;Article;;;;
A Declarative Approach using SAWSDL and Semantic Templates Towards Process Mediation;Semantic Web Services Challenge;;;;10.1007/978-0-387-72496-6_6;Karthik GomadamAjith RanabahuZixin WuAmit P. ShethJohn Miller;2009;http://link.springer.com/chapter/10.1007/978-0-387-72496-6_6;Chapter;;;;
A middleware platform for the dynamic evolution of distributed component-based systems;Computing;;96;8;10.1007/s00607-014-0396-7;Yu ZhouXiaoxing MaHarald Gall;2014;http://link.springer.com/article/10.1007/s00607-014-0396-7;Article;;;;
Numeric and symbolic knowledge representation of cerebral cortex anatomy: methods and preliminary results;Surgical and Radiologic Anatomy;;26;3;10.1007/s00276-003-0204-0;O. DameronB. GibaudX. Morandi;2004;http://link.springer.com/article/10.1007/s00276-003-0204-0;Article;;;;
Answer Set Programming;Reasoning Web. Semantic Technologies for Intelligent Data Access;;;;10.1007/978-3-642-39784-4_4;Wolfgang Faber;2013;http://link.springer.com/chapter/10.1007/978-3-642-39784-4_4;Chapter;;;;
Towards Effective Geographic Ontology Matching;GeoSpatial Semantics;;;;10.1007/978-3-540-76876-0_4;Guillermo Nudelman HessCirano IochpeAlfio FerraraSilvana Castano;2007;http://link.springer.com/chapter/10.1007/978-3-540-76876-0_4;Chapter;;;;
The Role of Vague Categories in Semantic and Adaptive Web Interfaces;On The Move to Meaningful Internet Systems 2003: OTM 2003 Workshops;;;;10.1007/978-3-540-39962-9_32;Miguel-«Ångel Sicilia;2003;http://link.springer.com/chapter/10.1007/978-3-540-39962-9_32;Chapter;;;;
Fuzzy Concept-Based Models in Information Browsers;Soft Computing in Web Information Retrieval;;;;10.1007/3-540-31590-X_7;Elena Garc«a BarriocanalMiguel-«Ångel Sicilia;2006;http://link.springer.com/chapter/10.1007/3-540-31590-X_7;Chapter;;;;
An Interval-Based Knowledge Model and Query Language for Temporal Information;Multi-Agent Systems for Society;;;;10.1007/978-3-642-03339-1_25;He HuangZhongzhi ShiXiaoxiao HeLirong QiuJiewen Luo;2009;http://link.springer.com/chapter/10.1007/978-3-642-03339-1_25;Chapter;;;;
Semantic Relationship Based Knowledge Management and Reuse in Collaborative Product Development;Product Lifecycle Management. Towards Knowledge-Rich Enterprises;;;;10.1007/978-3-642-35758-9_1;Ibrahim AssourokoGuillaume DucellierBeno«©t EynardPhilippe Boutinaud;2012;http://link.springer.com/chapter/10.1007/978-3-642-35758-9_1;Chapter;;;;
Total knowledge and partial knowledge in logical models of information retrieval;Foundations of Intelligent Systems;;;;10.1007/BFb0095098;Fabrizio Sebastiani;1999;http://link.springer.com/chapter/10.1007/BFb0095098;Chapter;;;;
Using Fuzzy DLs to Enhance Semantic Image Analysis;Semantic Multimedia;;;;10.1007/978-3-540-92235-3_5;Stamatia DasiopoulouIoannis KompatsiarisMichael G. Strintzis;2008;http://link.springer.com/chapter/10.1007/978-3-540-92235-3_5;Chapter;;;;
Paraconsistent Reasoning for Semantic Web Agents;Transactions on Computational Collective Intelligence VI;;;;10.1007/978-3-642-29356-6_2;Linh Anh NguyenAndrzej Szaè?as;2012;http://link.springer.com/chapter/10.1007/978-3-642-29356-6_2;Chapter;;;;
The application of an amended FCA method on knowledge acquisition and representation for interpreting meteorological services;Journal of Ambient Intelligence and Humanized Computing;;11;3;10.1007/s12652-019-01305-2;Yong LiuXueqing Li;2020;http://link.springer.com/article/10.1007/s12652-019-01305-2;Article;;;;
Meet the Data;Entity-Oriented Search;;;;10.1007/978-3-319-93935-3_2;Krisztian Balog;2018;http://link.springer.com/chapter/10.1007/978-3-319-93935-3_2;Chapter;;;;
Rabbit: Developing a Control Natural Language for Authoring Ontologies;The Semantic Web: Research and Applications;;;;10.1007/978-3-540-68234-9_27;Glen HartMartina JohnsonCatherine Dolbear;2008;http://link.springer.com/chapter/10.1007/978-3-540-68234-9_27;Chapter;;;;
Semantic Web Software Tools;Semantic Web: Concepts; Technologies and Applications;;;10.1007/978-1-84628-710-7_10;;2007;http://link.springer.com/chapter/10.1007/978-1-84628-710-7_10;Chapter;;;;
Deep Semantic Abstractions of Everyday Human Activities;ROBOT 2017: Third Iberian Robotics Conference;;;;10.1007/978-3-319-70833-1_39;Jakob SuchanMehul Bhatt;2018;http://link.springer.com/chapter/10.1007/978-3-319-70833-1_39;Chapter;;;;
Uncertainty in Data Integration Systems: Automatic Generation of Probabilistic Relationships;Management of the Interconnected World;;;;10.1007/978-3-7908-2404-9_26;Sonia BergamaschiLaura PoSerena SorrentinoAlberto Corni;2010;http://link.springer.com/chapter/10.1007/978-3-7908-2404-9_26;Chapter;;;;
Semantic Enrichment of Database Textual Attributes;Flexible Query Answering Systems;;;;10.1007/978-3-642-04957-6_42;Jes«ßs R. Campa«ÒaMar«a J. Mart«n-BautistaJuan M. MedinaM. Amparo Vila;2009;http://link.springer.com/chapter/10.1007/978-3-642-04957-6_42;Chapter;;;;
Ontology Learning and Reasoning É?? Dealing with Uncertainty and Inconsistency;Uncertainty Reasoning for the Semantic Web I;;;;10.1007/978-3-540-89765-1_21;Peter HaaseJohanna V«Ùlker;2008;http://link.springer.com/chapter/10.1007/978-3-540-89765-1_21;Chapter;;;;
Specialization and Validation of Statecharts in OWL;Knowledge Engineering and Management by the Masses;;;;10.1007/978-3-642-16438-5_26;Gerd Gr«ÙnerSteffen Staab;2010;http://link.springer.com/chapter/10.1007/978-3-642-16438-5_26;Chapter;;;;
Composing Web services on the Semantic Web;The VLDB Journal;;12;4;10.1007/s00778-003-0101-5;Brahim MedjahedAthman BouguettayaAhmed K. Elmagarmid;2003;http://link.springer.com/article/10.1007/s00778-003-0101-5;Article;;;;
A CBR-Based Approach for Supporting Consulting Agencies in Successfully Accompanying a CustomerÉ??s Introduction of Knowledge Management;Advances in Case-Based Reasoning;;;;10.1007/11805816_39;Mark HefkeAndreas Abecker;2006;http://link.springer.com/chapter/10.1007/11805816_39;Chapter;;;;
An ontology of physical causation as a basis for assessing causation in fact and attributing legal responsibility;Artificial Intelligence and Law;;15;3;10.1007/s10506-007-9035-3;Jos LehmannAldo Gangemi;2007;http://link.springer.com/article/10.1007/s10506-007-9035-3;Article;;;;
Semantically Linking and Browsing Provenance Logs for E-science;Semantics of a Networked World. Semantics for Grid Databases;;;;10.1007/978-3-540-30145-5_10;Jun ZhaoCarole GobleRobert StevensSean Bechhofer;2004;http://link.springer.com/chapter/10.1007/978-3-540-30145-5_10;Chapter;;;;
Logical Inference Framework for Security Management in Geographical Information Systems;Information Fusion and Geographic Information Systems (IF AND GIS 2013);;;;10.1007/978-3-642-31833-7_13;Igor KotenkoOlga PolubelovaIgor Saenko;2014;http://link.springer.com/chapter/10.1007/978-3-642-31833-7_13;Chapter;;;;
Natural Language Communication Between Human and Artificial Agents;Agent Computing and Multi-Agent Systems;;;;10.1007/11802372_11;Christel Kemke;2006;http://link.springer.com/chapter/10.1007/11802372_11;Chapter;;;;
Seven Bottlenecks to Workflow Reuse and Repurposing;The Semantic Web É?? ISWC 2005;;;;10.1007/11574620_25;Antoon GoderisUlrike SattlerPhillip LordCarole Goble;2005;http://link.springer.com/chapter/10.1007/11574620_25;Chapter;;;;
Knowledge Harvesting: Achievements and Challenges;Computing and Software Science;;;;10.1007/978-3-319-91908-9_13;Gerhard WeikumJohannes HoffartFabian Suchanek;2019;http://link.springer.com/chapter/10.1007/978-3-319-91908-9_13;Chapter;;;;
Incorporating Policy-Based Authorization Framework in Audit Rule Ontology for Continuous Process Auditing in Complex Distributed Systems;On the Move to Meaningful Internet Systems: OTM 2014 Workshops;;;;10.1007/978-3-662-45550-0_37;Numanul SubhaniRobert Kent;2014;http://link.springer.com/chapter/10.1007/978-3-662-45550-0_37;Chapter;;;;
Representing the UMLS∂© Semantic Network Using OWL;The Semantic Web - ISWC 2003;;;;10.1007/978-3-540-39718-2_1;Vipul KashyapAlex Borgida;2003;http://link.springer.com/chapter/10.1007/978-3-540-39718-2_1;Chapter;;;;
Capturing Semantics for Information Security and Privacy Assurance;Ubiquitous Intelligence and Computing;;;;10.1007/978-3-540-69293-5_10;Mohammad M. R. ChowdhuryJavier ChamizoJosef NollJuan Miguel G«¸mez;2008;http://link.springer.com/chapter/10.1007/978-3-540-69293-5_10;Chapter;;;;
Extensive Validation of OCL Models by Integrating SAT Solving into USE;Objects; Models; Components; Patterns;10.1007/978-3-642-21952-8_21;Mirco KuhlmannLars HamannMartin Gogolla;2011;http://link.springer.com/chapter/10.1007/978-3-642-21952-8_21;Chapter;;;;
Fuzzy Ontology and Information Granulation: An Approach to Knowledge Mobilisation;Information Processing and Management of Uncertainty in Knowledge-Based Systems. Applications;;;;10.1007/978-3-642-14058-7_44;Christer CarlssonMatteo BrunelliJozsef Mezei;2010;http://link.springer.com/chapter/10.1007/978-3-642-14058-7_44;Chapter;;;;
A Dynamic Foundational Architecture for Semantic Web Services;Distributed and Parallel Databases;;17;2;10.1007/s10619-004-0190-1;Brahim MedjahedAthman Bouguettaya;2005;http://link.springer.com/article/10.1007/s10619-004-0190-1;Article;;;;
Ontology Based Zone Indexing Using Information Retrieval Systems;Advances in Computing; Communication; and Control;;10.1007/978-3-642-36321-4_16;Rajeswari MukeshSathish Kumar PenchalaAnupama K. Ingale;2013;http://link.springer.com/chapter/10.1007/978-3-642-36321-4_16;Chapter;;;;
Integration of Heterogeneous; Imprecise and Incomplete Data: An Application to the Microbiological Risk Assessment;Foundations of Intelligent Systems;;;10.1007/978-3-540-39592-8_15;Patrice BucheOllivier HaemmerleRallou Thomopoulos;2003;http://link.springer.com/chapter/10.1007/978-3-540-39592-8_15;Chapter;;;;
IPSI-PF.A business process matchmaking engine based on annotated finite state automata;Information Systems and e-Business Management;;3;2;10.1007/s10257-005-0053-y;Andreas WombacherBendick MahlekoErich Neuhold;2005;http://link.springer.com/article/10.1007/s10257-005-0053-y;Article;;;;
The state of play in machine/environment interactions;Artificial Intelligence Review;;25;3;10.1007/s10462-007-9063-0;M. J. AitkenheadA. J. S. McDonald;2006;http://link.springer.com/article/10.1007/s10462-007-9063-0;Article;;;;
E-Learning 3.0: Anyone; Anywhere; Anytime; and AI;New Horizons in Web Based Learning;10.1007/978-3-662-43454-3_18;Neil RubensDain KaplanToshio Okamoto;2014;http://link.springer.com/chapter/10.1007/978-3-662-43454-3_18;Chapter;;;;
Document Search Using Content; Structure and Properties;Part-Whole Reasoning in an Object-Centered Framework;;;10.1007/3-540-46440-9_11;;2000;http://link.springer.com/chapter/10.1007/3-540-46440-9_11;Chapter;;;;
Ontology-Based Agri-Environmental Planning for Whole Farm Plans;Advances in Conceptual Modeling É?? Applications and Challenges;;;;10.1007/978-3-642-16385-2_9;Hui Ma;2010;http://link.springer.com/chapter/10.1007/978-3-642-16385-2_9;Chapter;;;;
Hybrid Logic;Handbook of Philosophical Logic;;;;10.1007/978-94-007-6600-6_1;Torben Bra«¨ner;2014;http://link.springer.com/chapter/10.1007/978-94-007-6600-6_1;Chapter;;;;
A High-Level Functional Matching for Semantic Web Services;Service-Oriented Computing - ICSOC 2005;;;;10.1007/11596141_10;Islam ElgedawyZahir TariJames A. Thom;2005;http://link.springer.com/chapter/10.1007/11596141_10;Chapter;;;;
Enhancing ebXML Registries to Make them OWL Aware;Distributed and Parallel Databases;;18;1;10.1007/s10619-005-1072-x;Asuman DogacYildiray KabakGokce B. LaleciCarl MattocksFarrukh NajmiJeff Pollock;2005;http://link.springer.com/article/10.1007/s10619-005-1072-x;Article;;;;
CASAM: collaborative human-machine annotation of multimedia;Multimedia Tools and Applications;;70;2;10.1007/s11042-012-1255-1;Robert J. HendleyRussell BealeChris P. BowersChristos GeorgousopoulosCharalampos VassiliouPetridis SergiosRalf MoellerEric KarstensDimitris Spiliotopoulos;2014;http://link.springer.com/article/10.1007/s11042-012-1255-1;Article;;;;
Multi-valued Argumentation Frameworks;Rules on the Web. From Theory to Applications;;;;10.1007/978-3-319-09870-8_10;Pierpaolo Dondio;2014;http://link.springer.com/chapter/10.1007/978-3-319-09870-8_10;Chapter;;;;
A Stream-Temporal Query Language for Ontology Based Data Access;KI 2014: Advances in Artificial Intelligence;;;;10.1007/978-3-319-11206-0_18;«?zg«¨r L«¨tf«¨ «?z«ıepRalf M«ÙllerChristian Neuenstadt;2014;http://link.springer.com/chapter/10.1007/978-3-319-11206-0_18;Chapter;;;;
A Formal Approach to Describing Action Concepts in Taxonomical Knowledge Bases;Foundations of Intelligent Systems;;;;10.1007/978-3-540-39592-8_95;Christel Kemke;2003;http://link.springer.com/chapter/10.1007/978-3-540-39592-8_95;Chapter;;;;
On the Local Closed-World Assumption of Data-Sources;Logic Programming and Nonmonotonic Reasoning;;;;10.1007/11546207_12;Alvaro Cort«∏s-CalabuigMarc DeneckerOfer ArieliBert Van NuffelenMaurice Bruynooghe;2005;http://link.springer.com/chapter/10.1007/11546207_12;Chapter;;;;
The Use of Natural Language as an Intuitive Semantic Integration System Interface;Internet É?? Technical Development and Applications;;;;10.1007/978-3-642-05019-0_7;Stanisè?aw KozielskiMichaè? è?widerskiMaè?gorzata Bach;2009;http://link.springer.com/chapter/10.1007/978-3-642-05019-0_7;Chapter;;;;
Ontology: Use and Abuse;Adaptive Multimedia Retrieval: Retrieval; User; and Semantics;;10.1007/978-3-540-79860-6_2;Simone Santini;2008;http://link.springer.com/chapter/10.1007/978-3-540-79860-6_2;Chapter;;;;
A Service Composabilty Model to Support Dynamic Cooperation of Cross-Enterprise Services;Information Technology For Balanced Manufacturing Systems;;;;10.1007/978-0-387-36594-7_23;Jing-fan Tang;2006;http://link.springer.com/chapter/10.1007/978-0-387-36594-7_23;Chapter;;;;
Ontology Guided XML Security Engine;Journal of Intelligent Information Systems;;23;3;10.1023/B:JIIS.0000047392.50246.77;Andrei StoicaCsilla Farkas;2004;http://link.springer.com/article/10.1023/B%3AJIIS.0000047392.50246.77;Article;;;;
Image retrieval with a multi-modality ontology;Multimedia Systems;;13;05/jun;10.1007/s00530-007-0099-4;Huan WangSong LiuLiang-Tien Chia;2008;http://link.springer.com/article/10.1007/s00530-007-0099-4;Article;;;;
TeMP: A Temporal Monodic Prover;Automated Reasoning;;;;10.1007/978-3-540-25984-8_23;Ullrich HustadtBoris KonevAlexandre RiazanovAndrei Voronkov;2004;http://link.springer.com/chapter/10.1007/978-3-540-25984-8_23;Chapter;;;;
Ontology-Based Querying;Flexible Query Answering Systems;;;;10.1007/978-3-7908-1834-5_2;Troels AndreasenJ«˜rgen Fischer NilssonHanne Erdman Thomsen;2001;http://link.springer.com/chapter/10.1007/978-3-7908-1834-5_2;Chapter;;;;
Creating Bespoke Applications on Demand from the Agentcities Test-Bed;BT Technology Journal;;21;4;10.1023/A:1027352025069;S ThompsonD BonnefoyS Willmott;2003;http://link.springer.com/article/10.1023/A%3A1027352025069;Article;;;;
Using Fuzzy Logic to Handle the UsersÉ?? Semantic Descriptions in a Music Retrieval System;Theoretical Advances and Applications of Fuzzy Logic and Soft Computing;;;;10.1007/978-3-540-72434-6_10;Micheline LesaffreMarc Leman;2007;http://link.springer.com/chapter/10.1007/978-3-540-72434-6_10;Chapter;;;;
